MaterialID,Topic
9,http://dbpedia.org/resource/The_Details
9,http://dbpedia.org/resource/Uniform_Resource_Identifier
9,http://dbpedia.org/resource/Intelligent_agent
9,http://dbpedia.org/resource/Knowledge_Graph
9,http://dbpedia.org/resource/City
10,http://dbpedia.org/resource/English_language
10,http://dbpedia.org/resource/Sport_Club_Internacional
10,http://dbpedia.org/resource/Canada
10,http://dbpedia.org/resource/College_of_Osteopathic_Medicine_of_the_Pacific
10,http://dbpedia.org/resource/Computer_program
10,http://dbpedia.org/resource/Monty_Python
10,http://dbpedia.org/resource/Resource_Description_Framework
10,http://dbpedia.org/resource/Graph_database
10,http://dbpedia.org/resource/Parsing
10,http://dbpedia.org/resource/Syntax
10,http://dbpedia.org/resource/JSON-LD
10,http://dbpedia.org/resource/XML
10,http://dbpedia.org/resource/RDF_Schema
10,http://dbpedia.org/resource/Open-source_software
10,http://dbpedia.org/resource/Java_virtual_machine
10,http://dbpedia.org/resource/Apache_HTTP_Server
10,http://dbpedia.org/resource/Jena
10,http://dbpedia.org/resource/N-Triples
10,http://dbpedia.org/resource/Notation3
10,http://dbpedia.org/resource/Go_(game)
10,http://dbpedia.org/resource/SPARQL
10,http://dbpedia.org/resource/Chatbot
10,http://dbpedia.org/resource/Intelligent_agent
10,http://dbpedia.org/resource/Source_code
10,http://dbpedia.org/resource/Concordia_University
10,http://dbpedia.org/resource/FAQ
